# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  6 20:26:53 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_insol desc
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN disposition:    Archive Disposition
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_kepmag:      Kepler Magnitude
#
pl_name,hostname,disposition,pl_orbper,pl_orbsmax,pl_rade,pl_insol,pl_eqt,pl_trandur,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_kepmag
EPIC 205040048.01,EPIC 205040048,CANDIDATE,3.30551910,,1.270,,,1.1400000,3430.00,0.35,,,,91.0366000,14.989
EPIC 205029914.01,EPIC 205029914,CANDIDATE,4.98183800,,2.393,,,,5774.00,0.98,,-0.080,4.37,211.6320000,12.183
EPIC 205029914.01,EPIC 205029914,CANDIDATE,4.98049071,,,,,4.0870000,5234.00,1.14,0.89,,4.28,211.6320000,12.183
EPIC 205029914.01,EPIC 205029914,CANDIDATE,4.98150000,,2.390,,,3.8280000,,0.92,,,,211.6320000,12.183
EPIC 205029914.01,EPIC 205029914,CANDIDATE,4.98205000,,2.300,,,3.9259200,5594.00,1.01,,,4.38,211.6320000,12.183
EPIC 205029914.01,EPIC 205029914,CANDIDATE,4.98189210,,2.660,,,3.8400000,5849.00,1.04,,,,211.6320000,12.183
EPIC 204991696.01,EPIC 204991696,CANDIDATE,49.85580000,,3.290,,,7.0320000,,1.36,,,,166.7570000,10.526
EPIC 204990932.01,EPIC 204990932,CANDIDATE,21.91840000,,3.180,,,2.9040000,,0.72,,,,293.8730000,14.109
EPIC 204914585.01,EPIC 204914585,CANDIDATE,18.35777300,,1.740,,,5.1300000,4937.00,0.75,,,,337.9930000,12.492
EPIC 204914585.01,EPIC 204914585,CANDIDATE,18.36470000,,2.610,,,5.8560000,,1.22,,,,337.9930000,12.492
EPIC 204888276.01,EPIC 204888276,CANDIDATE,16.56127000,,0.957,,,4.3680000,,0.26,,,,81.3813700,12.542
EPIC 204888276.01,EPIC 204888276,CANDIDATE,16.56315500,,1.660,,,4.4100000,3669.00,0.48,,,,81.3813700,12.542
EPIC 204884005.01,EPIC 204884005,CANDIDATE,46.40651000,,3.350,,,4.5500000,4812.00,0.73,,,,116.1890000,11.514
EPIC 204884005.01,EPIC 204884005,CANDIDATE,46.38363000,,3.220,,,5.2368000,,0.76,,,,116.1890000,11.514
EPIC 204882444.01,EPIC 204882444,FALSE POSITIVE,1.14880000,,,,,,3429.00,0.98,0.42,,4.07,144.0860000,13.966
EPIC 204880394.01,EPIC 204880394,CANDIDATE,0.23381080,,,,,1.9200000,,,,,,,18.384
EPIC 204873331.01,EPIC 204873331,FALSE POSITIVE,1.31787190,,62.000,,,1.8720000,,1.98,,,,552.8720000,12.337
EPIC 204873331.01,EPIC 204873331,FALSE POSITIVE,1.31790000,,55.000,,,1.6080000,5876.00,1.07,,,4.39,552.8720000,12.337
EPIC 204791347.01,EPIC 204791347,CANDIDATE,1.94297000,,2.571,,,1.4000000,3197.00,0.44,0.49,-0.105,4.85,143.7010000,14.182
EPIC 204763194.01,EPIC 204763194,CANDIDATE,2.32093700,,15.700,,,2.7360000,,1.16,,,,170.1110000,9.973
EPIC 204763194.01,EPIC 204763194,CANDIDATE,2.32046168,,,,,2.6560000,,,,,,170.1110000,9.973
EPIC 204760247.01,HIP 78168,FALSE POSITIVE,9.20480000,,,,,,11886.00,3.62,3.17,,3.82,155.7510000,5.954
EPIC 204750116.02,K2-365,CANDIDATE,7.83920000,,1.460,,,3.5040000,,1.11,,,,187.2220000,11.526
EPIC 204676499.01,EPIC 204676499,CANDIDATE,1.52717920,,,,,2.2980000,5359.00,0.90,0.93,,4.50,559.8220000,14.659
EPIC 204658292.01,EPIC 204658292,CANDIDATE,20.98296043,,,,,2.9610000,4822.00,0.74,0.78,,4.59,366.9410000,14.421
EPIC 204649811.01,EPIC 204649811,CANDIDATE,2.64594828,,,,,2.6880000,6634.00,1.98,1.39,,3.99,528.0250000,11.610
EPIC 204649811.01,EPIC 204649811,CANDIDATE,2.64541650,,9.470,,,2.7200000,5179.00,0.79,,,,528.0250000,11.610
EPIC 204634789.01,EPIC 204634789,CANDIDATE,2.20000000,,8.400,,,,4800.00,0.87,,,,305.3370000,12.292
EPIC 204579445.01,EPIC 204579445,CANDIDATE,24.68420000,,2.490,,,4.9680000,,1.17,,,,273.8680000,11.916
EPIC 204576757.01,EPIC 204576757,CANDIDATE,23.27766900,,32.800,,,4.7500000,4379.00,0.68,,,,423.4060000,13.668
EPIC 204546592.01,EPIC 204546592,CANDIDATE,,,133.000,,,20.7360000,,8.12,,,,509.0510000,9.934
EPIC 204529573.01,EPIC 204529573,CANDIDATE,2.75180000,,0.669,,,1.2480000,,0.65,,,,60.5309000,10.595
EPIC 204506777.01,HIP 78977,FALSE POSITIVE,1.62810000,,,,,,5691.00,2.74,1.01,,3.57,144.9510000,8.752
EPIC 204489514.01,EPIC 204489514,CANDIDATE,10.22360000,,132.000,,,10.3992000,6960.00,2.04,,,4.05,143.7150000,14.080
EPIC 204432860.01,EPIC 204432860,FALSE POSITIVE,2.87420000,,,,,,3648.00,1.42,,,,144.0250000,12.704
EPIC 204364515.01,EPIC 204364515,FALSE POSITIVE,1.45620000,,,,,,,,,,,,15.778
EPIC 204346718.01,EPIC 204346718,CANDIDATE,0.64292573,,,,,5.9770000,2914.00,0.36,0.35,,4.86,134.2610000,14.626
EPIC 204322265.01,EPIC 204322265,CANDIDATE,2.78449600,,2.090,,,0.4656000,,0.26,,,,102.8890000,14.731
EPIC 204312847.01,EPIC 204312847,CANDIDATE,24.19361300,,30.700,,,7.5400000,5457.00,0.87,,,,665.2230000,11.370
EPIC 204308061.01,EPIC 204308061,CANDIDATE,22.63980000,,1.270,,,3.7440000,,0.86,,,,94.2591000,10.041
EPIC 204276894.01,EPIC 204276894,CANDIDATE,1.95700000,,,,,,3913.00,45.37,,,,1236.4900000,11.466
EPIC 204197636.01,EPIC 204197636,CANDIDATE,46.13730000,,2.600,,,6.9360000,,0.72,,,,290.6830000,13.468
EPIC 204165788.01,HIP 80474,FALSE POSITIVE,0.74740000,,,,,,,,,,,133.3120000,7.281
EPIC 204143627.01,EPIC 204143627,FALSE POSITIVE,1.12400000,,,,,,3074.00,0.51,0.50,,4.73,138.1500000,14.757
EPIC 204128016.01,EPIC 204128016,CANDIDATE,50.73641000,,10.310,,,5.0328000,,1.35,,,,334.8170000,12.006
EPIC 204124270.01,EPIC 204124270,CANDIDATE,1.33002300,,44.000,,,1.7352000,,2.40,,,,336.9740000,10.688
EPIC 204057095.01,EPIC 204057095,CANDIDATE,23.21058500,,5.700,,,2.0500000,5244.00,0.81,,,,239.5500000,11.583
EPIC 204057095.01,EPIC 204057095,CANDIDATE,23.21037000,,15.300,,,2.4408000,,1.21,,,,239.5500000,11.583
EPIC 204043888.01,EPIC 204043888,FALSE POSITIVE,1.48624300,,58.000,,,3.1948800,5991.00,1.87,,,3.98,809.4640000,15.218
EPIC 203942067.01,EPIC 203942067,CANDIDATE,1.63989340,,33.000,,,4.0600000,5175.00,0.79,,,,441.9910000,12.080
EPIC 203929178.01,EPIC 203929178,CANDIDATE,1.15388600,,99.000,,,2.7696000,6841.00,1.80,,,4.09,588.0180000,11.160
EPIC 203925865.01,EPIC 203925865,CANDIDATE,8.79689000,,4.850,,,6.9600000,,2.05,,,,377.5530000,11.865
EPIC 203914123.01,EPIC 203914123,CANDIDATE,83830.00000000,,12.000,,,,4000.00,0.74,,,,446.9050000,9.039
EPIC 203868608.01,EPIC 203868608,FALSE POSITIVE,4.54170000,,,,,,2897.00,0.64,0.62,,4.62,,13.324
EPIC 203867512.01,EPIC 203867512,CANDIDATE,28.46563300,,18.400,,,7.6300000,5700.00,0.96,,,,450.6030000,11.858
EPIC 203867512.01,EPIC 203867512,CANDIDATE,28.46762000,,37.000,,,7.6200000,,1.97,,,,450.6030000,11.858
EPIC 203849738.01,EPIC 203849738,FALSE POSITIVE,0.61990000,,,,,,2978.00,0.60,0.59,,4.65,147.4650000,14.390
EPIC 203823381.01,EPIC 203823381,FALSE POSITIVE,8.27580000,,10.200,,,2.6088000,5926.00,1.60,,,4.16,,13.468
EPIC 203823381.01,EPIC 203823381,FALSE POSITIVE,8.27810000,,,,,,6520.00,,,-0.066,,,13.468
EPIC 203823381.01,EPIC 203823381,FALSE POSITIVE,8.27663950,,0.724,,,2.4400000,2586.00,0.11,,,,,13.468
EPIC 203784668.01,EPIC 203784668,CANDIDATE,,,,,,14.6640000,3095.00,,,,,867.3060000,8.312
EPIC 203771098.03,K2-24,CANDIDATE,,,7.510,,,6.5448000,,1.25,,,,170.5620000,11.648
EPIC 203753577.01,EPIC 203753577,CANDIDATE,3.40077580,,5.570,,,2.2900000,5520.00,0.89,,,,279.9680000,11.106
EPIC 203753577.01,EPIC 203753577,CANDIDATE,3.40085800,,14.100,,,2.2800000,,0.98,,,,279.9680000,11.106
EPIC 203710387.01,EPIC 203710387,FALSE POSITIVE,1.40442830,,3.660,,,2.4500000,2721.00,0.12,,,,166.1680000,14.268
EPIC 203710387.01,EPIC 203710387,FALSE POSITIVE,1.40441100,,99.000,,,2.2850400,6933.00,2.02,,,4.02,166.1680000,14.268
EPIC 203710387.01,EPIC 203710387,FALSE POSITIVE,2.80900000,,,,,,2901.00,0.47,0.47,,4.76,166.1680000,14.268
EPIC 203692610.01,EPIC 203692610,FALSE POSITIVE,1.82040000,,,,,,3112.00,0.51,0.51,,4.73,161.7370000,15.092
EPIC 203633064.01,EPIC 203633064,CANDIDATE,0.70995040,,80.000,,,2.1720000,,2.06,,,,685.8210000,12.304
EPIC 203623230.01,EPIC 203623230,CANDIDATE,2.54427583,,,,,2.1460000,8188.00,3.24,2.00,,3.72,354.0010000,8.694
EPIC 203616858.01,EPIC 203616858,CANDIDATE,1.68027000,,2.900,,,2.6160000,,1.27,,,,247.3860000,11.553
EPIC 203581469.01,EPIC 203581469,FALSE POSITIVE,22.79840000,,9.000,,,2.1288000,6195.00,1.37,,,4.18,,14.674
EPIC 203560204.01,EPIC 203560204,CANDIDATE,29.33873041,,,,,5.0830000,3171.00,0.53,0.53,,4.71,148.3740000,14.629
EPIC 203533312.01,EPIC 203533312,CANDIDATE,0.17566000,,3.110,,,,6620.00,1.15,,0.090,4.19,555.1710000,12.160
EPIC 203518244.01,EPIC 203518244,CANDIDATE,0.84112570,,0.884,,,2.9200000,4289.00,0.66,,,,676.4940000,13.226
EPIC 203485624.01,EPIC 203485624,FALSE POSITIVE,0.84120200,,82.000,,,0.0000000,6237.00,2.31,,,3.85,523.6570000,12.354
EPIC 203476597.01,EPIC 203476597,FALSE POSITIVE,1.44080000,,,,,,4154.00,1.59,,,,157.6140000,9.575
EPIC 203311200.01,EPIC 203311200,CANDIDATE,,,12.810,,,13.0200000,,1.95,,,,511.4430000,11.896
EPIC 203311200.01,EPIC 203311200,CANDIDATE,540.00000000,,5.700,,,,5200.00,0.94,,,,511.4430000,11.896
EPIC 203294831.01,EPIC 203294831,CANDIDATE,1.85901790,,30.500,,,3.3600000,6244.00,1.33,,,,601.4320000,11.571
EPIC 203294831.01,EPIC 203294831,CANDIDATE,1.85872487,,,,,3.2130000,6015.00,2.02,1.11,,3.87,601.4320000,11.571
EPIC 203294831.01,EPIC 203294831,CANDIDATE,1.85901700,,64.000,,,3.2140800,6842.00,2.03,,,4.01,601.4320000,11.571
EPIC 203139512.02,EPIC 203139512,CANDIDATE,6.11706000,,1.760,,,2.0640000,,0.54,,,,111.9410000,13.911
EPIC 203139512.01,EPIC 203139512,CANDIDATE,2.03266400,,1.920,,,1.4088000,,0.54,,,,111.9410000,13.911
EPIC 203099398.01,EPIC 203099398,CANDIDATE,1.83893490,,0.837,,,1.4300000,3930.00,0.58,,,,35.4342000,10.634
EPIC 203099398.01,EPIC 203099398,CANDIDATE,1.83916000,,0.620,,,1.5072000,,0.48,,,,35.4342000,10.634
EPIC 203070421.01,EPIC 203070421,CANDIDATE,1.73594470,,1.890,,,2.8200000,5354.00,0.84,,,,880.6590000,12.544
EPIC 203042994.01,EPIC 203042994,CANDIDATE,12.99109000,,43.000,,,1.6560000,,4.50,,,,,15.155
EPIC 202971774.01,EPIC 202971774,CANDIDATE,0.23586840,,6.100,,,0.7416000,,1.79,,,,349.3650000,12.505
EPIC 202963882.01,EPIC 202963882,FALSE POSITIVE,0.63080000,,,,,,,,,,,,13.825
EPIC 202893157.01,EPIC 202893157,CANDIDATE,4.16572920,,1.860,,,2.4700000,3442.00,0.36,,,,9319.5100000,14.421
EPIC 202843107.01,EPIC 202843107,CANDIDATE,2.19890410,,46.600,,,6.8300000,4938.00,0.75,,,,,11.829
EPIC 202821899.01,EPIC 202821899,CANDIDATE,4.47434650,,3.060,,,2.0000000,5248.00,0.81,,,,696.1240000,12.577
EPIC 202821899.01,EPIC 202821899,CANDIDATE,4.47451300,,8.169,,,,6081.00,2.22,,0.460,3.88,696.1240000,12.577
EPIC 202821899.01,EPIC 202821899,CANDIDATE,4.47471000,,22.000,,,3.0336000,,2.49,,,,696.1240000,12.577
EPIC 202774883.01,EPIC 202774883,CANDIDATE,13.14260000,,200.000,,,5.7120000,,13.90,,,,3363.8100000,15.580
EPIC 202710713.01,EPIC 202710713,CANDIDATE,3.32550000,,1080.000,,,7.1040000,,85.00,,,,4791.6800000,12.237
EPIC 202710713.01,EPIC 202710713,CANDIDATE,3.32592848,,,,,4.6550000,4017.00,60.69,,,,4791.6800000,12.237
EPIC 202710713.01,EPIC 202710713,CANDIDATE,3.32623960,,1.160,,,5.8100000,3404.00,0.33,,,,4791.6800000,12.237
EPIC 202688980.01,EPIC 202688980,CANDIDATE,1.45556515,,71.000,,,2.5488000,,2.04,,,,462.9500000,11.772
EPIC 202688980.01,EPIC 202688980,CANDIDATE,1.45566370,,,,,2.5120000,6520.00,1.84,1.34,,4.03,462.9500000,11.772
EPIC 202675839.01,EPIC 202675839,CANDIDATE,15.46667400,,16.121,,,,5807.00,1.23,,0.450,4.25,427.2050000,12.362
EPIC 202675839.01,EPIC 202675839,CANDIDATE,15.47150000,,9.200,,,3.6288000,5791.00,1.89,,,4.00,427.2050000,12.362
EPIC 202675839.01,EPIC 202675839,CANDIDATE,15.46569100,,4.130,,,3.0800000,4989.00,0.76,,,,427.2050000,12.362
EPIC 202634963.01,EPIC 202634963,CANDIDATE,28.70762300,,21.200,,,3.6100000,5838.00,1.03,,,,603.8580000,12.100
EPIC 202600948.01,EPIC 202600948,CANDIDATE,5.98950000,,2.040,,,1.8480000,,1.03,,,,144.1920000,10.300
EPIC 202565282.01,EPIC 202565282,CANDIDATE,11.97495000,,256.000,,,6.7860000,5200.00,3.40,,,3.32,1565.8400000,15.112
EPIC 202565282.01,EPIC 202565282,CANDIDATE,11.97581800,,8.430,,,6.8400000,3320.00,0.28,,,,1565.8400000,15.112
EPIC 202139294.01,EPIC 202139294,CANDIDATE,0.52171360,,452.000,,,4.0152000,,11.27,,,,1383.3200000,11.400
EPIC 202137637.01,EPIC 202137637,CANDIDATE,6.62230000,,,,,1.2240000,5000.00,5.55,,,,3649.9000000,15.500
EPIC 202126888.01,EPIC 202126888,FALSE POSITIVE,1.84617000,,2.140,,,3.0000000,3252.00,0.21,,,5.08,1120.2100000,13.500
EPIC 202126888.01,EPIC 202126888,FALSE POSITIVE,1.84612220,,19.500,,,2.9900000,7536.00,1.82,,,,1120.2100000,13.500
EPIC 202126887.01,EPIC 202126887,FALSE POSITIVE,12.86653900,,22.300,,,3.0200000,6066.00,1.18,,,,760.3240000,13.000
EPIC 202126887.01,EPIC 202126887,FALSE POSITIVE,12.86641200,,61.000,,,3.1200000,,1.64,,,,760.3240000,13.000
EPIC 202126887.01,EPIC 202126887,FALSE POSITIVE,12.86772000,,71.000,,,3.0808800,6861.00,1.79,,,4.11,760.3240000,13.000
EPIC 202126884.01,EPIC 202126884,CANDIDATE,5.31907500,,20.000,,,6.7560000,,2.28,,,,835.9070000,12.300
EPIC 202126853.01,EPIC 202126853,CANDIDATE,21.17051000,,81.000,,,5.0040000,,2.54,,,,764.1950000,11.700
EPIC 202126847.01,EPIC 202126847,CANDIDATE,4.16879220,,16.100,,,6.6100000,6005.00,1.14,,,,337.8910000,12.400
EPIC 202094740.01,EPIC 202094740,CANDIDATE,0.69045800,,,,,5.8896000,6912.12,1.51,,0.086,,459.0140000,11.500
EPIC 202094740.01,EPIC 202094740,CANDIDATE,0.68964700,,6.580,,,,6481.00,1.08,,0.000,4.00,459.0140000,11.500
EPIC 202093968.01,EPIC 202093968,CANDIDATE,2.46985100,,6.600,,,2.6592000,,1.48,,,,252.6583000,10.200
EPIC 202093020.01,EPIC 202093020,CANDIDATE,4.13737000,,24.500,,,2.2368000,,1.03,,,,680.9730000,14.800
EPIC 202093020.01,EPIC 202093020,CANDIDATE,4.13760470,,7.330,,,1.7500000,4581.00,0.70,,,,680.9730000,14.800
EPIC 202092782.01,EPIC 202092782,CANDIDATE,13.34610000,,42.000,,,2.6568000,,2.58,,,,724.2500000,11.600
EPIC 202092559.01,EPIC 202092559,CANDIDATE,0.66870000,,2.220,,,2.1600000,,1.94,,,,236.8320000,10.000
EPIC 202092480.01,EPIC 202092480,CANDIDATE,2.84453310,,65.300,,,5.6900000,6045.00,1.16,,,,304.1790000,10.600
EPIC 202091388.01,EPIC 202091388,CANDIDATE,6.48167000,,3.460,,,2.8080000,,0.92,,,,433.5120000,13.500
EPIC 202091388.01,EPIC 202091388,CANDIDATE,6.48041110,,3.390,,,2.9400000,5537.00,0.89,,,,433.5120000,13.500
EPIC 202091388.01,EPIC 202091388,CANDIDATE,6.47965600,,3.332,,,,5586.00,0.92,,0.150,4.50,433.5120000,13.500
EPIC 202090737.01,EPIC 202090737,CANDIDATE,1.49761000,,,,,2.7120000,,,,,,287.8020000,11.100
EPIC 202090723.01,EPIC 202090723,CANDIDATE,6.14818000,,,,,3.8856000,6591.31,2.29,,-0.039,,367.2900000,11.000
EPIC 202090152.01,EPIC 202090152,CANDIDATE,4.80452440,,3.620,,,2.3300000,6187.00,1.28,,,,704.5500000,11.400
EPIC 202089657.01,EPIC 202089657,CANDIDATE,1.31440140,,2.780,,,1.6900000,6137.00,1.23,,,,391.4280000,11.600
EPIC 202089657.01,EPIC 202089657,CANDIDATE,1.31443700,,3.100,,,,6009.00,1.47,,-0.120,4.09,391.4280000,11.600
EPIC 202088212.01,EPIC 202088212,CANDIDATE,2.62079900,,37.000,,,2.6184000,,1.73,,,,419.2860000,11.600
EPIC 202088212.01,EPIC 202088212,CANDIDATE,2.62077000,,58.000,,,2.1120000,6302.00,1.40,,,4.23,419.2860000,11.600
EPIC 202088212.01,EPIC 202088212,CANDIDATE,2.62072400,,11.700,,,2.4600000,6013.00,1.14,,,,419.2860000,11.600
EPIC 202086968.01,EPIC 202086968,CANDIDATE,1.84908760,,17.300,,,3.1200000,5693.00,0.96,,,,502.4070000,12.400
EPIC 202086291.01,EPIC 202086291,CANDIDATE,2.43437340,,61.400,,,7.4400000,5568.00,0.90,,,,701.1560000,12.300
EPIC 202085934.01,EPIC 202085934,CANDIDATE,12.15070000,,1.480,,,3.8400000,,0.83,,,,138.8590000,11.600
EPIC 202085698.01,EPIC 202085698,CANDIDATE,17.15410000,,,,,8.4720000,4930.00,16.13,,,,6475.2700000,14.900
EPIC 202085597.01,EPIC 202085597,CANDIDATE,1.81455300,,,,,3.4368000,4618.00,10.06,,,,3901.1000000,15.400
EPIC 202085553.01,EPIC 202085553,CANDIDATE,3.10622000,,,,,2.7120000,3636.00,0.50,0.50,,4.74,182.3190000,15.800
EPIC 202084970.01,EPIC 202084970,CANDIDATE,2.86136000,,,,,2.1600000,3697.00,0.50,0.50,,4.74,161.4440000,15.600
EPIC 202072965.01,EPIC 202072965,CANDIDATE,2.14175190,,86.200,,,6.9300000,6492.00,1.59,,,,471.4590000,10.300
EPIC 202072596.01,EPIC 202072596,CANDIDATE,3.97928700,,37.500,,,4.8200000,7430.00,1.84,,,,713.0750000,11.200
EPIC 202071725.01,EPIC 202071725,CANDIDATE,1.42636000,,6.660,,,2.3280000,,4.28,,,,1062.6700000,10.500
EPIC 202071645.01,EPIC 202071645,FALSE POSITIVE,23.77820000,,98.000,,,5.0712000,7498.00,2.09,,,4.03,401.2920000,10.400
EPIC 202071635.01,EPIC 202071635,CANDIDATE,6.27190920,,60.000,,,5.3200000,7254.00,1.81,,,,2668.1400000,10.200
EPIC 202071401.01,EPIC 202071401,CANDIDATE,3.23854200,,1.670,,,1.2700000,4446.00,0.69,,,,127.1880000,12.900
EPIC 202071401.01,EPIC 202071401,CANDIDATE,3.23792000,,,,,1.4448000,4500.00,0.64,0.71,,4.68,127.1880000,12.900
EPIC 202071401.01,EPIC 202071401,CANDIDATE,3.23670000,,1.580,,,1.2192000,4863.00,0.74,,,4.60,127.1880000,12.900
EPIC 202071289.01,EPIC 202071289,CANDIDATE,3.04613600,,76.000,,,2.5200000,,1.70,,,,264.5670000,11.000
EPIC 202071289.01,EPIC 202071289,CANDIDATE,3.04622000,,29.000,,,2.5488000,5529.00,0.89,,,4.50,264.5670000,11.000
EPIC 202071289.01,EPIC 202071289,CANDIDATE,3.04593830,,19.000,,,2.2100000,5529.00,0.89,,,,264.5670000,11.000
EPIC 202066811.01,EPIC 202066811,CANDIDATE,1.69637400,,35.300,,,3.7296000,,1.79,,,,2257.7400000,14.500
EPIC 202066537.01,EPIC 202066537,CANDIDATE,6.90505300,,,,,3.8736000,,,,,,2183.1700000,14.800
EPIC 202066537.01,EPIC 202066537,CANDIDATE,6.90552110,,33.600,,,3.6500000,6722.00,1.89,,,,2183.1700000,14.800
EPIC 202066537.01,EPIC 202066537,CANDIDATE,6.90487000,,53.000,,,3.5088000,6599.00,1.45,,,4.24,2183.1700000,14.800
EPIC 202066192.01,EPIC 202066192,CANDIDATE,3.29238180,,19.600,,,1.7600000,7824.00,1.87,,,,4958.4800000,14.800
EPIC 202065819.01,EPIC 202065819,CANDIDATE,5.74372000,,,,,4.2048000,,,,,,6091.7700000,11.900
EPIC 202064253.01,EPIC 202064253,CANDIDATE,21.14057400,,31.500,,,4.6300000,6205.00,1.29,,,,1800.0200000,12.300
EPIC 202062450.01,EPIC 202062450,CANDIDATE,4.46540000,,45.000,,,7.4880000,,2.30,,,,917.5540000,10.800
EPIC 202060800.01,EPIC 202060800,CANDIDATE,3.26203800,,,,,2.2536000,10318.00,5.27,,,,2085.7200000,11.500
EPIC 202059377.01,EPIC 202059377,FALSE POSITIVE,1.57718320,,33.400,,,3.9600000,8210.00,1.94,,,,273.7960000,8.700
EPIC 202059377.01,EPIC 202059377,FALSE POSITIVE,1.57753000,,26.000,,,0.0000000,7747.00,1.93,,,4.08,273.7960000,8.700
EPIC 201929294.01,EPIC 201929294,FALSE POSITIVE,,,,,,,4786.00,0.70,,-0.160,,2140.2500000,12.972
EPIC 201928106.01,EPIC 201928106,FALSE POSITIVE,1.19478000,,1.650,,,7.1040000,3671.00,0.23,,,5.05,303.4040000,16.733
EPIC 201927336.01,EPIC 201927336,CANDIDATE,6.45027000,,2.290,,,1.6320000,,0.89,,,,365.7880000,13.101
EPIC 201927336.01,EPIC 201927336,CANDIDATE,6.44986480,,2.630,,,1.6300000,5395.00,0.85,,,,365.7880000,13.101
EPIC 201925324.01,EPIC 201925324,CANDIDATE,15.47690000,,2.890,,,3.5280000,,0.66,,,,357.0070000,15.016
EPIC 201923289.01,EPIC 201923289,CANDIDATE,0.78202200,,1.580,,,1.4160000,,0.94,,,,442.9910000,13.688
EPIC 201923289.01,EPIC 201923289,CANDIDATE,0.78214992,,1.290,,,1.3100000,5144.00,0.79,,,,442.9910000,13.688
EPIC 201920032.02,EPIC 201920032,CANDIDATE,4.73172000,,1.700,,,1.2000000,,1.03,,,,399.9760000,12.890
EPIC 201920032.01,EPIC 201920032,CANDIDATE,28.27064200,,2.790,,,4.3000000,5545.00,0.90,,,,399.9760000,12.890
EPIC 201920032.01,EPIC 201920032,CANDIDATE,28.26920000,,3.350,,,4.2504000,5631.00,1.29,,,4.20,399.9760000,12.890
EPIC 201920032.01,EPIC 201920032,CANDIDATE,28.27176100,,2.710,,,,5548.00,0.93,,0.130,4.42,399.9760000,12.890
EPIC 201920032.01,EPIC 201920032,CANDIDATE,28.27170000,,,,,4.1040000,5564.00,1.03,0.98,-0.010,4.41,399.9760000,12.890
EPIC 201920032.01,EPIC 201920032,CANDIDATE,28.26710000,,2.940,,,4.2240000,,1.03,,,,399.9760000,12.890
EPIC 201896171.01,EPIC 201896171,CANDIDATE,8.91058000,,2.800,,,2.8800000,,1.03,,,,489.3180000,13.346
EPIC 201892470.01,EPIC 201892470,CANDIDATE,2790.00000000,,12.200,,,,5100.00,0.93,,,,409.5020000,11.587
EPIC 201856786.02,EPIC 201856786,CANDIDATE,5.24086000,,1.460,,,2.5680000,,0.81,,,,155.4257000,13.517
EPIC 201856786.01,EPIC 201856786,CANDIDATE,3.83794000,,1.510,,,2.1120000,,0.81,,,,155.4257000,13.517
EPIC 201846824.01,EPIC 201846824,CANDIDATE,2.89465000,,1.750,,,1.4400000,,0.70,,,,270.1090000,14.634
EPIC 201841433.01,EPIC 201841433,CANDIDATE,12.33890000,,2.110,,,2.7600000,,0.63,,,,436.4880000,14.571
EPIC 201841433.01,EPIC 201841433,CANDIDATE,12.33913300,,2.590,,,2.8400000,4751.00,0.73,,,,436.4880000,14.571
EPIC 201841433 b,EPIC 201841433,CONFIRMED,4.16888000,,1.410,,,2.4000000,,0.63,,,,436.4880000,14.571
EPIC 201841433 b,EPIC 201841433,CONFIRMED,4.16980000,0.035000,1.040,,,,5053.00,0.63,0.80,0.000,4.59,436.4880000,14.571
EPIC 201841433 b,EPIC 201841433,CONFIRMED,4.16959000,,1.100,,,,,,0.80,,,436.4880000,14.571
EPIC 201837434.01,EPIC 201837434,CANDIDATE,6.97251000,,2.010,,,2.8080000,,0.63,,,,239.5060000,14.040
EPIC 201833600 c,K2-50,CONFIRMED,3.96151000,,1.000,,,,,,0.61,,,257.4430000,14.252
EPIC 201833600 c,K2-50,CONFIRMED,3.96165000,,1.480,,,2.1600000,,0.63,,,,257.4430000,14.252
EPIC 201828749.01,EPIC 201828749,CANDIDATE,33.51569000,,3.830,,613,,5552.00,0.71,,-0.690,,212.2920000,11.564
EPIC 201828749.01,EPIC 201828749,CANDIDATE,33.51070000,,2.140,,,5.2896000,5683.00,0.90,,,4.50,212.2920000,11.564
EPIC 201828749.01,EPIC 201828749,CANDIDATE,33.51360700,,2.473,,,,5628.00,0.86,,-0.180,4.57,212.2920000,11.564
EPIC 201828749.01,EPIC 201828749,CANDIDATE,33.51539900,,2.030,,,4.8100000,4222.00,0.65,,,,212.2920000,11.564
EPIC 201828749.01,EPIC 201828749,CANDIDATE,33.51160000,,2.890,,,5.3520000,,0.88,,,,212.2920000,11.564
EPIC 201793642.01,EPIC 201793642,CANDIDATE,15.37910000,,1.890,,,2.2800000,,0.34,,,,232.3540000,15.452
